台湾频道1,#genre#
J SPORTS 2,vjms://58.215.133.154:8500/live/cid=416
J SPORTS 3,vjms://58.215.133.154:8500/live/cid=410
J SPORTS 4,vjms://58.215.133.154:8500/live/cid=411
日本摔角,vjms://58.215.133.154:8500/live/cid=408
日本体育,vjms://58.215.133.154:8500/live/cid=207
日本星空电影1台,vjms://58.215.133.154:8500/live/cid=326
日本星空电影2台,vjms://58.215.133.154:8500/live/cid=191
日本星空电影3台,vjms://58.215.133.154:8500/live/cid=193
Movieplus,vjms://58.215.133.154:8500/live/cid=497
日-Discovery,vjms://58.215.133.154:8500/live/cid=496
日本频道,vjms://58.215.133.154:8500/live/cid=492
日本剧场,vjms://58.215.133.154:8500/live/cid=493
日-MTV,vjms://58.215.133.154:8500/live/cid=52
日本电视剧,vjms://58.215.133.154:8500/live/cid=213
WOWOWプライム,vjms://58.215.133.154:8500/live/cid=205
日-Sports,vjms://58.215.133.154:8500/live/cid=414
日-Sports1,vjms://58.215.133.154:8500/live/cid=415
日-Sports2,vjms://58.215.133.154:8500/live/cid=416
日FIGHTING TV,vjms://58.215.133.154:8500/live/cid=408
日本钓鱼,vjms://58.215.133.154:8500/live/cid=55
HISTORY,vjms://58.215.133.154:8500/live/cid=219
NHKG,vjms://58.215.133.154:8500/live/cid=317
日-J,vjms://58.215.133.154:8500/live/cid=495
NHKE,vjms://58.215.133.154:8500/live/cid=318
MGS,vjms://58.215.133.154:8500/live/cid=319
SUN,vjms://58.215.133.154:8500/live/cid=320
KIDS,vjms://58.215.133.154:8500/live/cid=494
ANIMAX,vjms://58.215.133.154:8500/live/cid=498
迪士尼,vjms://58.215.133.154:8500/live/cid=499
CCTV-大富,vjms://58.215.133.154:8500/live/cid=170
KBSWORLD,vjms://58.215.133.154:8500/live/cid=216
TBSNEWS,vjms://58.215.133.154:8500/live/cid=220
日本动画,vjms://58.215.133.154:8500/live/cid=316
TVTOKD,vjms://58.215.133.154:8500/live/cid=315
TVO7,vjms://58.215.133.154:8500/live/cid=322
TBS,vjms://58.215.133.154:8500/live/cid=314
TBS1,vjms://58.215.133.154:8500/live/cid=221
朝日1,vjms://58.215.133.154:8500/live/cid=223
BS洋片,vjms://58.215.133.154:8500/live/cid=307
NHKBSP,vjms://58.215.133.154:8500/live/cid=303
BS-TBS,vjms://58.215.133.154:8500/live/cid=305

央视,#genre#
CCTV1 3M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001068/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV1 Max16M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001331/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV2 3M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001293/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV2 Max16M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001332/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV3 3M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV4 3M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV4 Max16M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001333/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV5 3M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001850/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV5+ 3M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001008/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV5+ Max16M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV6 3M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001859/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV7 3M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV8 3M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV9 3M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV10 3M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV12 3M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV14 3M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV17 3M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001295/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV-1综合,http://223.110.243.139/PLTV/88888888/224/3221225618/index.m3u8
CCTV-2财经,http://223.110.243.139/PLTV/88888888/224/3221225631/index.m3u8
CCTV-3综艺,http://223.110.243.139/PLTV/88888888/224/3221225632/index.m3u8
CCTV-4国际,http://223.110.243.139/PLTV/88888888/224/3221225802/1.m3u8
CCTV-5⁺体育,http://223.110.243.139/PLTV/88888888/224/3221225939/index.m3u8
CCTV-6电影,http://223.110.243.139/PLTV/3/224/3221225548/index.m3u8
CCTV-7军事,http://223.110.243.139/PLTV/88888888/224/3221226998/index.m3u8
CCTV-8电视,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-8/1.m3u8
CCTV-9纪录,http://223.110.243.139/PLTV/88888888/224/3221225929/index.m3u8
CCTV-10科教,http://223.110.243.139/PLTV/88888888/224/3221225931/index.m3u8
CCTV-11戏曲,http://223.110.243.139/PLTV/88888888/224/3221225815/index.m3u8
CCTV-12社会,http://223.110.243.139/PLTV/88888888/224/3221225932/index.m3u8
CCTV-13新闻,http://223.110.243.139/PLTV/88888888/224/3221225817/1.m3u8
CCTV-14少儿,http://223.110.243.139/PLTV/88888888/224/3221225933/index.m3u8
CCTV-15音乐,http://223.110.243.139/PLTV/88888888/224/3221225818/index.m3u8
CCTV-17农业,http://223.110.243.139/PLTV/88888888/224/3221226986/index.m3u8
CCTV-4K超清,http://223.110.243.139/PLTV/88888888/224/3221226758/1.m3u8

卫视,#genre#
湖南卫视,http://112.50.243.8/PLTV/88888888/224/3221225827/1.m3u8
江苏卫视,http://112.50.243.8/PLTV/88888888/224/3221225847/1.m3u8
浙江卫视,http://223.110.243.153/PLTV/3/224/3221227215/index.m3u8
东方卫视,http://112.50.243.8/PLTV/88888888/224/3221225828/1.m3u8
北京卫视,http://112.50.243.8/PLTV/88888888/224/3221225826/1.m3u8
广东卫视,http://112.50.243.8/PLTV/88888888/224/3221225824/1.m3u8
深圳卫视,http://112.50.243.8/PLTV/88888888/224/3221225848/1.m3u8
天津卫视,http://112.50.243.8/PLTV/88888888/224/3221225830/1.m3u8
安徽卫视,http://223.110.243.140/PLTV/3/224/3221225634/index.m3u8
山东卫视,http://112.50.243.8/PLTV/88888888/224/3221225843/1.m3u8
湖北卫视,http://223.110。243.140/PLTV/3/224/3221227211/index.m3u8
辽宁卫视,http://223.110.243.157/PLTV/3/224/3221225566/index.m3u8
重庆卫视,http://223.110.243.138/PLTV/3/224/3221227421/index.m3u8
江西卫视,http://112.50.243.8/PLTV/88888888/224/3221225868/1.m3u8
河北卫视,http://weblive.hebtv.com/live/hbws_bq/index.m3u8
龙江卫视,http://112.50.243.8/PLTV/88888888/224/3221225862/1.m3u8
四川卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225814/index.m3u8
广西卫视,http://223.110.243.162/PLTV/3/224/3221225554/index.m3u8
河南卫视,http://112.50.243.8/PLTV/88888888/224/3221225842/1.m3u8
山西卫视,http://112.50.243.8/PLTV/88888888/224/3221225839/1.m3u8
东南卫视,http://223.110.243.158/PLTV/3/224/3221225598/index.m3u8
厦门卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221226093/index.m3u8
云南卫视,http://112.50.243.8/PLTV/88888888/224/3221225853/1.m3u8
宁夏卫视,http://223.110.243.166/PLTV/3/224/3221225628/1.m3u8
新疆卫视,http://223.110.243.140/PLTV/3/224/3221225523/index.m3u8
旅游卫视,http://112.50.243.8/PLTV/88888888/224/3221225855/1.m3u8
厦门卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226781/1.m3u8
河南卫视,http://116.199.5.52:8114/00000000/index.m3u8?&amp;Fsv_ctype=LIVES&amp;Fsv_otype=1&amp;FvSeid=5abd1660af1babb4&amp;Fsv_filetype=1&amp;Fsv_ctype=LIVES&amp;Fsv_cid=0&amp;Fsv_chan_hls_se_idx=19&amp;Fsv_rate_id=0&amp;Fsv_SV_PARAM1=0&amp;Fsv_ShiftEnable=0&amp;Fsv_ShiftTsp=0&amp;Provider_id=&amp;Pcontent_id=&amp;Fsv_CMSID=&amp;Fsv_otype=1
贵州卫视,http://116.199.5.52:8114/00000000/index.m3u8?&amp;Fsv_ctype=LIVES&amp;Fsv_otype=1&amp;FvSeid=5abd1660af1babb4&amp;Fsv_filetype=1&amp;Fsv_ctype=LIVES&amp;Fsv_cid=0&amp;Fsv_chan_hls_se_idx=41&amp;Fsv_rate_id=0&amp;Fsv_SV_PARAM1=0&amp;Fsv_ShiftEnable=0&amp;Fsv_ShiftTsp=0&amp;Provider_id=&amp;Pcontent_id=&amp;Fsv_CMSID=&amp;Fsv_otype=1
海南卫视,http://112.50.243.8/PLTV/88888888/224/3221225855/1.m3u8
甘肃卫视,http://116.199.5.52:8114/00000000/index.m3u8?&amp;Fsv_ctype=LIVES&amp;Fsv_otype=1&amp;FvSeid=5abd1660af1babb4&amp;Fsv_filetype=1&amp;Fsv_ctype=LIVES&amp;Fsv_cid=0&amp;Fsv_chan_hls_se_idx=142&amp;Fsv_rate_id=0&amp;Fsv_SV_PARAM1=0&amp;Fsv_ShiftEnable=0&amp;Fsv_ShiftTsp=0&amp;Provider_id=&amp;Pcontent_id=&amp;Fsv_CMSID=&amp;Fsv_otype=1
云南卫视,http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221225838/index.m3u8
陕西卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225896/1.m3u8
宁夏卫视,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221225842/index.m3u8
内蒙卫视,http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221225836/index.m3u8
西藏卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225900/1.m3u8
山西卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225895/1.m3u8
广西卫视,http://112.50.243.8/PLTV/88888888/224/3221225836/1.m3u8
新疆卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225901/1.m3u8

福利_123456,#genre#
妈妈的朋友们2,http://youku1.dianfubang.com/20190222/kNaLwaun/index.m3u8
五十度灰未删减,http://youku1.dianfubang.com/20191111/saE1iW8W/index.m3u8
年轻的嫂子2,http://youku1.dianfubang.com/20190222/ySXdoNPk/index.m3u8
3分钟合作伙伴,http://youku1.dianfubang.com/20191213/OqjEEj7d/index.m3u8
被蹂躏的她,http://youku1.dianfubang.com/20190222/anZfbAXi/index.m3u8
处女粗体验,http://youku1.dianfubang.com/20190616/Il7JE6U2/index.m3u8
和表姐同居,http://youku1.dianfubang.com/20190221/BQhTeONw/index.m3u8
不可抗拒的侮辱,http://youku1.dianfubang.com/20190320/pWKyWFF3/index.m3u8
年轻的小姨子：贪恋,http://youku1.dianfubang.com/20190306/egeip3Ov/index.m3u8
岳母的简介,http://youku1.dianfubang.com/20190222/zKnS7pRh/index.m3u8
善良嫂子的高潮,http://youku1.dianfubang.com/20190402/l336xOOq/index.m3u8
姨母的诱惑2,http://youku1.dianfubang.com/20200207/36LAeBaX/index.m3u8
です上巻ご主人様を躾けてあげる,http://youku1.dianfubang.com/20190222/ghpUmETu/index.m3u8
小泽爱丽丝：吸血女王蜂,http://youku1.dianfubang.com/20190313/8FdHPLiH/index.m3u8
秘书/Secretary,http://youku1.dianfubang.com/20191112/gM1baGI1/index.m3u8
我爱你，善良的主妇,http://youku1.dianfubang.com/20190222/XV8vd9T5/index.m3u8
想做爱的日子,http://youku1.dianfubang.com/20190919/iJqXRjwG/index.m3u8
女子收容所,http://youku1.dianfubang.com/20190221/kwj1Ktik/index.m3u8
两个小姨子,http://youku1.dianfubang.com/20190222/1bmt61qK/index.m3u8
性感女老板与我,http://youku1.dianfubang.com/20190330/cFY6Ey4L/index.m3u8
诱僧,http://youku1.dianfubang.com/20190321/52OEWEl1/index.m3u8
失踪少女,http://youku1.dianfubang.com/20190322/H7fQb6ce/index.m3u8
老师的秘密,http://youku1.dianfubang.com/20190323/2tCDBc8r/index.m3u8
我的女朋友,http://youku1.dianfubang.com/20190409/9PUeYsiO/index.m3u8
金权性游戏,http://youku1.dianfubang.com/20190831/jsKigaMS/index.m3u8
1724妓房动乱事件,http://youku1.dianfubang.com/20190406/20kqipL2/index.m3u8
绿帽风云俱乐部,http://youku1.dianfubang.com/20190401/5L4jBM6f/index.m3u8
父亲的情人,http://youku1.dianfubang.com/20190317/ylBXFHzX/index.m3u8
血恋2：贴身恋,http://youku1.dianfubang.com/20190317/A0Rwdmji/index.m3u8
愉快的酒店,http://youku1.dianfubang.com/20190330/VU9FXWLw/index.m3u8
年轻的小妈,http://youku1.dianfubang.com/20190405/EznrWAca/index.m3u8
你妈妈也一样/你他妈的也是,http://youku1.dianfubang.com/20190415/TeGmL3vx/index.m3u8
已婚女人2,http://youku1.dianfubang.com/20190420/sI4lQAGM/index.m3u8
性感远征队,http://youku1.dianfubang.com/20190401/lZZv4BZw/index.m3u8
金珠失贞记,http://youku1.dianfubang.com/20190326/jFVxlmf8/index.m3u8
爱幻蝶：娘王之路,http://youku1.dianfubang.com/20190401/ZUP74FS7/index.m3u8
再会：禁止成年人的爱/再会禁じられた大人の恋,http://youku1.dianfubang.com/20190407/PWeRUy2s/index.m3u8
3D尸油,http://youku1.dianfubang.com/20190405/2qJC9CKj/index.m3u8
斩魔剑：宿命之少女剑士,http://youku1.dianfubang.com/20190322/iLJpFvkR/index.m3u8
Yumika的淫秽入学考试,https://135zyv5.xw0371.com/2018/09/14/Ffl6daMvS5CuITW4/playlist.m3u8
青春期的妹妹,http://youku1.dianfubang.com/20190220/9eJAIFBG/index.m3u8
朋友的母亲：美味的性爱,http://youku1.dianfubang.com/20190426/fDx3aPA9/index.m3u8
女生宿舍2,http://youku1.dianfubang.com/20190220/miy7s74t/index.m3u8
淫亵美容院,http://youku1.dianfubang.com/20190327/CuOPux1C/index.m3u8
个别教学：深入学习.未删减,http://youku1.dianfubang.com/20190227/zVWfzTSy/index.m3u8
妈妈的朋友4,http://youku1.dianfubang.com/20190221/YJ1s0cOt/index.m3u8
女大学生的沙龙室,http://youku1.dianfubang.com/20190220/BFfh3jCI/index.m3u8
末班车后，在胶囊旅馆向上司传递微热的夜晚,http://youku1.dianfubang.com/20190222/hgyarw5b/index.m3u8
善良的妈妈,http://youku1.dianfubang.com/20190325/u8FLgwin/index.m3u8
妻子和她的学生,http://youku1.dianfubang.com/20190221/Q7faPVWS/index.m3u8
出轨同学会,http://youku1.dianfubang.com/20190220/dqLRMk5V/index.m3u8
人工智能的性爱,http://youku1.dianfubang.com/20190222/6WvzD0Pb/index.m3u8
哥哥我衣服湿了,http://youku1.dianfubang.com/20190520/rO8khcks/index.m3u8
速战拍档,http://youku1.dianfubang.com/20190901/IXjMr7OK/index.m3u8
聚会的目的3,http://youku1.dianfubang.com/20190220/OJEcD5ck/index.m3u8
邻居的妻子2018,http://youku1.dianfubang.com/20190227/nc2vQ7Ex/index.m3u8
上流社会/上流时代,http://youku1.dianfubang.com/20191112/KLnJdGTV/index.m3u8
朋友的妈妈：贪恋岳母,http://youku1.dianfubang.com/20190222/2inzoufS/index.m3u8
终极强奸：兽性诱惑,http://youku1.dianfubang.com/20190418/UScBMIFA/index.m3u8
善良的嫂子2,http://youku1.dianfubang.com/20190222/EbvptUhb/index.m3u8
淫乱房仲俏同事2,http://youku1.dianfubang.com/20190907/toZaZZV0/index.m3u8
弟弟的女人,http://youku1.dianfubang.com/20190221/6v4CsXdN/index.m3u8
童话里发生了什么,http://youku1.dianfubang.com/20190328/aLV5RRj6/index.m3u8
大胸姐妹,http://youku1.dianfubang.com/20190222/JK8mJKS5/index.m3u8
不雅医院,http://youku1.dianfubang.com/20190426/9zsLexW4/index.m3u8
性爱游戏,http://youku1.dianfubang.com/20190306/m5Rq3AKX/index.m3u8
陪睡女人/美妙的上门服务,http://youku1.dianfubang.com/20190220/xjGLqi12/index.m3u8
邻家女孩,http://youku1.dianfubang.com/20190320/BOJfjXPb/index.m3u8
年轻母亲3/年轻的妈妈3,http://youku1.dianfubang.com/20190221/NpY7prwa/index.m3u8
25岁的女子高中生未删减,http://youku1.dianfubang.com/20190222/hW0STcdq/index.m3u8
禁止性爱.通奸2,http://youku1.dianfubang.com/20190221/WwKZjtCs/index.m3u8
桌球上的艳遇,http://youku1.dianfubang.com/20190415/px8VUCTb/index.m3u8
鬼父小生意気な秘湯めぐり,http://youku1.dianfubang.com/20190315/GWtT7EeS/index.m3u8
未来的性爱,http://youku1.dianfubang.com/20190412/Iiq9T6GO/index.m3u8
小姨子3,http://youku1.dianfubang.com/20190602/3pMlGsvv/index.m3u8
后宫.色欲天下,http://youku1.dianfubang.com/20190221/gnK3jcF6/index.m3u8
年轻的女演员,http://youku1.dianfubang.com/20190220/7b4srbB8/index.m3u8
性裁,http://youku1.dianfubang.com/20190520/N0RV3gR7/index.m3u8
小姨子的姐妹情谊,http://youku1.dianfubang.com/20190710/8ImtygYC/index.m3u8
我爱背入,http://youku1.dianfubang.com/20190401/COenvMVc/index.m3u8
舒淇:美少年之恋,http://youku1.dianfubang.com/20190221/VtXtbkmp/index.m3u8
学生的妈妈3,http://youku1.dianfubang.com/20190220/knGxJ1w7/index.m3u8
绯闻姐姐的诱惑,http://youku1.dianfubang.com/20190222/hSi6PtIv/index.m3u8
性暴力档案之三奸2,http://youku1.dianfubang.com/20190306/Ci7DGqsg/index.m3u8
绿茶妹2,http://youku1.dianfubang.com/20190220/dIreSuoI/index.m3u8
丰乳镇娇妻,http://youku1.dianfubang.com/20190425/cPaWvi8x/index.m3u8
黑暗圣经2,http://youku1.dianfubang.com/20190428/VRScR5td/index.m3u8
私人教学：提高成绩,http://youku1.dianfubang.com/20190227/aaYglmgD/index.m3u8
肉体性追缉/舞室培欲,http://youku1.dianfubang.com/20190221/j4mwfmUs/index.m3u8
姐夫2,http://youku1.dianfubang.com/20190222/3muGXnq7/index.m3u8
工作女郎,http://youku1.dianfubang.com/20190222/SaLcYscV/index.m3u8
我老公的家庭教师,http://youku1.dianfubang.com/20190417/azprPIzi/index.m3u8
纳特樱桃NatCherry,http://youku1.dianfubang.com/20190221/Duk8jPc5/index.m3u8
嫂子的职业,http://youku1.dianfubang.com/20190326/BdBFp4k3/index.m3u8
情色小说家/官能小说家之妻：偷情每一天,http://youku1.dianfubang.com/20190221/Xr6RTKHY/index.m3u8
真秘湯めぐりJK若女将伊織,http://youku1.dianfubang.com/20190227/NaFLFyB7/index.m3u8
娘ワレモノ,http://youku1.dianfubang.com/20190403/mEfsgWsN/index.m3u8
深夜女性秘密按摩店2,http://youku1.dianfubang.com/20190222/ZJTi6t83/index.m3u8
金瓶梅,http://youku1.dianfubang.com/20191121/Be6UTdYE/index.m3u8
不穿内衣的瑜伽教练,http://youku1.dianfubang.com/20190319/nSYP09hI/index.m3u8
聊斋艳谭8陆判性经,http://youku1.dianfubang.com/20190221/xgZlqGHH/index.m3u8
性福一家,http://youku1.dianfubang.com/20190907/QVDbuaB1/index.m3u8
女友姐姐,http://youku1.dianfubang.com/20190627/OpohbmA1/index.m3u8
爱的锁链,http://youku1.dianfubang.com/20190306/JRyO0G11/index.m3u8
入伍前夕/TheNightBeforeEnlisting,http://youku1.dianfubang.com/20190417/iiv8Jqok/index.m3u8
美容室：特殊服务2,http://youku1.dianfubang.com/20200207/ke0NwD66/index.m3u8
淫欲模特,http://youku1.dianfubang.com/20190313/X6oJ9oS7/index.m3u8
色戒(梁朝伟版),http://youku1.dianfubang.com/20191111/fCQchCIc/index.m3u8
色女,http://youku1.dianfubang.com/20200303/DuQ7M5gY/index.m3u8
做我的奴隶3,http://youku1.dianfubang.com/20190317/I4KPuVye/index.m3u8
陈诗雅的演艺梦,http://youku1.dianfubang.com/20190220/dtdOzENF/index.m3u8
欲乱家政妇,http://youku1.dianfubang.com/20191005/EddxwEOm/index.m3u8
温泉浴女,http://youku1.dianfubang.com/20190222/yec4m0g8/index.m3u8
越线的女人,http://youku1.dianfubang.com/20190222/027GbgeU/index.m3u8
三姐妹性交换,http://youku1.dianfubang.com/20200123/QSSHmoU5/index.m3u8
金瓶梅2：爱的奴隶,http://youku1.dianfubang.com/20191118/7MtM6i1o/index.m3u8
狂乱的爱,http://youku1.dianfubang.com/20190602/BgPUCxWc/index.m3u8
泰国版《色戒》,http://youku1.dianfubang.com/20190330/ueEOGBZ6/index.m3u8
新的哥哥,http://youku1.dianfubang.com/20200211/RDyvqudL/index.m3u8
晚娘1,http://youku1.dianfubang.com/20190221/GHCo3g7w/index.m3u8
请做我的奴隶,http://youku1.dianfubang.com/20191123/TeAaorFc/index.m3u8
春色漾荡Swung,http://youku1.dianfubang.com/20190221/4srBS1iO/index.m3u8
床上的侵略者,http://youku1.dianfubang.com/20191003/6Vrczykf/index.m3u8
美容室：特殊服务3,http://youku1.dianfubang.com/20200207/abZ9DGOc/index.m3u8
小姨母,http://youku1.dianfubang.com/20190516/GoewlLvl/index.m3u8
好色男久保新二传,http://youku1.dianfubang.com/20190312/xoCpkaSL/index.m3u8
情色大亨,http://youku1.dianfubang.com/20190312/nyYtSz8Z/index.m3u8
满足性別机器,http://youku1.dianfubang.com/20190313/faotxqJC/index.m3u8
女儿的闺蜜,http://youku1.dianfubang.com/20190325/JUqkkC60/index.m3u8
公公的淫之手,http://youku1.dianfubang.com/20190401/MXbdQZT9/index.m3u8
女大学生的秘密兼职,http://youku1.dianfubang.com/20190511/wVTuj7v6/index.m3u8
善良的女老师,http://youku1.dianfubang.com/20190222/wu70asuP/index.m3u8
商务按摩：兴奋的女人们,http://youku1.dianfubang.com/20190518/lzh2hKNN/index.m3u8
善良的姐姐,http://youku1.dianfubang.com/20190222/WXeftEZu/index.m3u8
精牌女医Zero,http://youku1.dianfubang.com/20190401/ZCbSEJ6N/index.m3u8
女秘书的条件,http://youku1.dianfubang.com/20190317/XHvN2bPL/index.m3u8
情事：年轻的继母,http://youku1.dianfubang.com/20190305/2KXIuY0u/index.m3u8
美味三姐妹,http://youku1.dianfubang.com/20190222/AFeSyXEY/index.m3u8
成人学院/AdultOnlyInstitute,http://youku1.dianfubang.com/20190416/YRkYJts0/index.m3u8
乳色吐息上卷,http://youku1.dianfubang.com/20190403/ZcbEFv/index.m3u8
聊斋艳谭7月宫宝盒,http://youku1.dianfubang.com/20190221/H7dBr2Bo/index.m3u8
台湾真枪实弹古装A片~男偷情女出墙,http://youku1.dianfubang.com/20190319/U11d1GEL/index.m3u8
继母的性教育,http://youku1.dianfubang.com/20191213/T6jK9MN6/index.m3u8
极度隐私,http://youku1.dianfubang.com/20190222/8xoSM9Ca/index.m3u8
性交换,http://youku1.dianfubang.com/20190728/sl16BJKK/index.m3u8
艾拉妮丝,http://youku1.dianfubang.com/20190323/MSYl3mgA/index.m3u8
满淫电车3,http://youku1.dianfubang.com/20190412/txjDnWIr/index.m3u8
与嫂子的秘密关系,http://youku1.dianfubang.com/20190330/OQVXm6Gv/index.m3u8
我和妻妹的秘密一周,http://youku1.dianfubang.com/20190221/JSRFkikx/index.m3u8
猛男诞生记2：开始变强,http://youku1.dianfubang.com/20200208/lHX7sWYp/index.m3u8
人妻之和服诱惑.,http://youku1.dianfubang.com/20191229/GD6blINu/index.m3u8
登山性滋味,http://youku1.dianfubang.com/20190402/uRVo8e7x/index.m3u8
百劫红颜未删减版,http://youku1.dianfubang.com/20190221/rEnPZwW6/index.m3u8
爱是坟墓,http://youku1.dianfubang.com/20190221/hXLZnnHq/index.m3u8
甜蜜的性爱再来一次,http://youku1.dianfubang.com/20190331/0iuxsKAO/index.m3u8
年轻嫂子的惩罚,http://youku1.dianfubang.com/20190325/n0sY4H2L/index.m3u8
甜蜜性爱,http://youku1.dianfubang.com/20190919/XIZ7n4Gu/index.m3u8
尚未成年/MenordeEdad,http://youku1.dianfubang.com/20190221/KNdisuRH/index.m3u8
逃避快乐星球,http://youku1.dianfubang.com/20191126/H8E8ywnC/index.m3u8
好朋友的妈妈,http://youku1.dianfubang.com/20190222/bdO1zvNl/index.m3u8
尸蛊艳谭完整版,http://youku1.dianfubang.com/20190220/7buriCWX/index.m3u8
颐和园未删减完整版,http://youku1.dianfubang.com/20190702/8MyFc8YB/index.m3u8
女职员：她的营业,http://youku1.dianfubang.com/20190222/df83iHqx/index.m3u8
漂亮的儿媳,http://youku1.dianfubang.com/20190616/bW1X0CYk/index.m3u8
深喉女神/拉芙蕾丝,http://youku1.dianfubang.com/20190405/9Na9nGuG/index.m3u8
年轻的丈夫,http://youku1.dianfubang.com/20190222/r4ArKOUC/index.m3u8
天浴（李小璐禁片）,http://youku1.dianfubang.com/20190827/JzigXERv/index.m3u8
公寓里一个妻子的经理,http://youku1.dianfubang.com/20190321/uJ5lR9bW/index.m3u8
可疑的美容院/奇怪的美发,http://youku1.dianfubang.com/20190222/fgAcLuBX/index.m3u8
妻子的视频留言,http://youku1.dianfubang.com/20190222/gVR9aEJF/index.m3u8
苍紫の夜勤病棟Karte.7,http://youku1.dianfubang.com/20190411/i9AQyBNu/index.m3u8
にはいられない-星にお願いし,http://youku1.dianfubang.com/20190222/6HYNvDkt/index.m3u8
我哥哥的女朋友,http://youku1.dianfubang.com/20190222/0pkmSNHd/index.m3u8
和儿媳爱爱,http://youku1.dianfubang.com/20190328/sFIeIaaz/index.m3u8
俄罗斯妈妈/RussianMom,http://youku1.dianfubang.com/20190417/GLdKg52N/index.m3u8
名妓：床战天下,http://youku1.dianfubang.com/20190919/vmZ5k9tW/index.m3u8
满清禁宫奇案,http://youku1.dianfubang.com/20191119/0MThBc6W/index.m3u8
禁断纯爱,http://youku1.dianfubang.com/20190222/GSBznNeu/index.m3u8
做爱后，我们谈情,http://youku1.dianfubang.com/20190221/RpG8Ef5A/index.m3u8
姐姐的朋友/朋友的姐姐/SisterFriends,http://youku1.dianfubang.com/20190222/lHrTM7If/index.m3u8
清纯看护学院,http://youku1.dianfubang.com/20190608/y1I130gs/index.m3u8
北条麻妃之真实性体验,http://youku1.dianfubang.com/20190906/TAeNrqYf/index.m3u8
打蛇,http://youku1.dianfubang.com/20190222/kex448Y5/index.m3u8
偷月情2,http://youku1.dianfubang.com/20190312/i1TjbUEN/index.m3u8
金瓶梅史,http://youku1.dianfubang.com/20200222/UBo7x3eN/index.m3u8
春节的女人,http://youku1.dianfubang.com/20190222/ojy6t3mI/index.m3u8
剧场版教科书にないッ,http://youku1.dianfubang.com/20200317/9d5OWzSm/index.m3u8
